"Early Release, Subject to Revision",...2,...3,...4,...5
"Average Consumption per Residential Customer per Month in PCE communities, 2014",NA,NA,NA,NA
Summer 2014 (April - September),NA,NA,NA,NA
kWh per Customer per Month,NA,NA,NA,NA
Effective Rate,Min,Mean,Max,Average Percentage of Residential Consumption Eligible for PCE
Less than 0.19,272.11904761904759,433.01056693380826,769.0450928381963,0.67651654960113905
0.2-0.29,155.28489483747609,363.17599648729083,523.73711340206182,0.77416721592198101
0.3-0.39,132.84469696969697,260.96079632465546,455.48333333333335,0.83354204883903715
0.4-0.49,127.26647564469914,213.90652173913043,345.71527777777777,0.85299145299145296
0.5-0.59,NA,NA,NA,NA
More than $0.60,90.598130841121488,222.52649006622516,262.85875706214688,0.75293364879544067
Winter 2014 (October - March),NA,NA,NA,NA
kWh per Customer per Month,NA,NA,NA,NA
Effective Rate,Min,Mean,Max,Average Percentage of Residential Consumption Eligible for PCE
Less than 0.19,225.34188034188034,510.20564063502246,1007.8586666666666,0.6213359381724981
0.2-0.29,5.3846033423349375,330.85194197546321,635.69217687074831,0.72504167797372743
0.3-0.39,132.43939393939394,295.55375951611222,512.16719745222929,0.79496482967045567
0.4-0.49,89.36363636363636,206.91056910569105,377.33796296296299,0.88566849343397791
0.5-0.59,NA,NA,NA,NA
More than $0.60,73.214953271028037,260.82595134123517,301.32,0.7555249411629642
