"Early Release, Subject to Revision",...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20
"Table 2.2a   Generation and Total Disposition of Electric Energy (MWh), 2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Generation is net of station service for EIA data and gross of (includes) station service for PCE data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AK sales reporting ID,PCE ID,RCA CPCN,Utility Name,Index Community,Intertie name,Energy Region,"Generation
 (PCE=gross, EIA=net)",Purchased Power,Net Wheeled Power,Total Disposition (= Total Sources),Sales to Consumers,Sales for Resale,Furnished without Payment,Used by facility,Unaccountable / Energy Loss,Data Source,Communities reported,Number of monthly records,Notes
SR-1,0,1,Alaska Electric Light & Power Co.,Alaska Electric Light&Power Co,Juneau_grid,Southeast,149121,283147,0,432268,404334,NA,NA,4811,23123,EIA861,"Juneau, Douglas, Greens Creek (Industrial)",12,NA
SR-10,0,227,TDX North Slope Generating Co,TDX North Slope Generating Co,Deadhorse_grid,North Slope,50683,NA,0,50683,46930,NA,NA,NA,3753,EIA861,Deadhorse,12,NA
SR-100,331420,169,Alaska Village Electric Cooperative,Koyuk,Koyuk_grid,Bering Straits,1264.7570000000001,0,0,1264.7570000000001,1224.7860000000001,0,0,22.07,17.901000000000003,PCE,Koyuk,12,NA
SR-101,332140,687,"Koyukuk, City of",Koyukuk,Koyukuk_grid,Yukon-Koyukuk/Upper Tanana,181.79400000000001,0,0,181.79400000000001,126.988,0,8.7999999999999995E-2,11.16,43.558000000000007,PCE,Koyukuk,0,NA
SR-102,332150,281,Kwethluk Incorporated d/b/a Kuiggluum Kallugvia,Kwethluk,Kwethluk_grid,Lower Yukon-Kuskokwim,1757.2750000000001,0,0,1757.2750000000001,1407.528,0,143.33600000000001,43.262999999999998,163.14800000000005,PCE,Kwethluk,0,NA
SR-103,332160,376,Kwigillingok Power Company,Kwigillingok,Kwigillingok_grid,Lower Yukon-Kuskokwim,1162.808,0,0,1162.808,1008.542,0,15.664,50.749000000000002,87.85299999999998,PCE,Kwigillingok,0,NA
SR-104,332170,353,Larsen Bay Utility Company,NA,Larsen Bay_grid,Kodiak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Larsen Bay,NA,No Data
SR-105,332180,330,Levelock Electrical Coop,Levelock,Levelock_grid,Bristol Bay,445.52800000000002,0,0,445.52800000000002,337.81799999999998,0,14.599,13.182,79.92900000000003,PCE,Levelock,12,NA
SR-106,332190,570,Lime Village Electric Utility,Lime Village,Lime Village_grid,Lower Yukon-Kuskokwim,3.6349999999999998,0,0,3.6349999999999998,4.07,0,0,0.224,-0.65900000000000047,PCE,Lime Village,12,NA
SR-107,331430,169,Alaska Village Electric Cooperative,Lower Kalskag,Upper Kalskag_grid,Lower Yukon-Kuskokwim,0,0,0,0,639.05499999999995,0,0,0,-639.05499999999995,PCE,Lower Kalskag,10,NA
SR-108,332200,72,TDX Manley Generating LLC,Manley Hot Springs,Manley Hot Springs_grid,Yukon-Koyukuk/Upper Tanana,569.72699999999998,0,0,569.72699999999998,473.505,0,0,29.081,67.140999999999977,PCE,Manley Hot Springs,12,NA
