"Table 1.c   Community Average Consumption per Residential Customer per Month in PCE Communities, 2012",...2,...3,...4,...5
Summer 2012 (April - September),NA,NA,NA,NA
Community Average of kWh per Customer per Month,NA,NA,NA,NA
Effective Rate,Min,Mean,Max,Average Percentage of Residential Consumption Eligible for PCE
Less than 0.19,147,432.749290504653,827,68.788255460857798
0.2-0.29,122,365.25760182942003,800,76.838786331734696
0.3-0.39,77,313.534391534392,543,76.135671454447007
0.4-0.49,112,302.26209598432899,477,79.744829713657595
0.5-0.59,106,139.94805194805201,196,99.619524870081705
More than $0.60,53,157.298039215686,231,92.5581511306126
Winter 2012 (October - March),NA,NA,NA,NA
Community Average of kWh per Customer per Month,NA,NA,NA,NA
Effective Rate,Min,Mean,Max,Average Percentage of Residential Consumption Eligible for PCE
Less than 0.19,200,532.77590138334199,1138,60.121730546251399
0.2-0.29,136,435.24923696343899,957,69.578770479781696
0.3-0.39,57,378.24019517584202,693,74.199192151775193
0.4-0.49,81,307.10777670216203,732,76.926366489550006
0.5-0.59,59,291.04184100418399,449,76.614097384953794
More than $0.60,64,202.074484944532,267,86.549184763428499
Note: All averages are weighted.,NA,NA,NA,NA
