"Early Release, Subject to Revision",...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23
Figure A.  PCE Eligible Communities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PCE ID,Community,Residential Rate ($/kWh),PCE Residential Reimbursement Rate ($/kWh),Residential Rate after PCE ($/kWh)
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332070,King Cove,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332570,Stevens Village,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332710,Tuluksak,0.75,0.40209999999999996,0.34790000000000004
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332460,Pelican,0.34482758620689657,0,0.34482758620689657
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332190,Lime Village,1.77,0.76859999999999995,1.0014000000000001
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331005,Adak,1.3661500000000002,0.76889166666666686,0.59725833333333334
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332250,Red Devil,1.2132000000000003,0.75556666666666694,0.45763333333333339
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332270,Stony River,1.2132000000000003,0.75556666666666694,0.45763333333333339
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332260,Sleetmute,1.2132000000000003,0.75556666666666694,0.45763333333333339
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332230,Chuathbaluk,1.2132000000000003,0.75556666666666694,0.45763333333333339
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332240,Crooked Creek,1.2132000000000003,0.75556666666666694,0.45763333333333339
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331810,Birch Creek,1.1500000000000001,0.76889166666666675,0.38110833333333338
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331910,Clark's Point,1.0999999999999999,0.66457499999999969,0.43542500000000012
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332580,Takotna,1.022,0.51459999999999995,0.50740000000000007
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331770,Arctic Village,1,0.76894999999999991,0.23105000000000009
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332550,Saint George,0.91666666666666663,0.69908333333333328,0.21758333333333335
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332200,Manley Hot Springs,1.0450416666666666,0.76611666666666656,0.27892500000000003
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332470,Perryville,0.94999999999999984,0.22039999999999982,0.72960000000000003
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331840,Chalkyitsik,0.94999999999999984,0.5587749999999998,0.39122499999999999
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332140,Koyukuk,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331040,Akutan,0.94999999999999984,0.75939999999999996,0.19059999999999988
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331500,Noatak,0.80910000000000026,0.55580833333333357,0.25329166666666669
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332610,Tatitlek,0.92,0.5619333333333334,0.3580666666666667
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332040,Igiugig,0.91934166666666695,0.62110000000000021,0.29824166666666674
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331790,Beaver,0.90000000000000024,0.62407500000000016,0.27592500000000003
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332100,Kokhanok,0.90000000000000024,0.66988333333333361,0.23011666666666666
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332330,Nikolai,0.90000000000000013,0.51419000000000015,0.38581000000000004
