"Early Release, Subject to Revision",...2,...3,...4,...5
"Average Consumption per Residential Customer per Month in PCE communities, 2017",NA,NA,NA,NA
Summer 2017 (April - September),NA,NA,NA,NA
kWh per Customer per Month,NA,NA,NA,NA
Effective Rate,Min,Mean,Max,Average Percentage of Residential Consumption Eligible for PCE
Less than 0.19,258.25,490.79930081042426,766.21875,0.55771320339312314
0.2-0.29,151.72749099639856,387.02793454614243,730.7771739130435,0.75365657151538878
0.3-0.39,152.05555555555554,280.62035494802137,490.3101160862355,0.84378129553298575
0.4-0.49,136.23856613102595,277.35545703481552,485.7032967032967,0.88261146128491297
0.5-0.59,160.04072398190044,199.13233601841196,295.24583333333334,0.83628630537544935
More than $0.60,98.764705882352942,123.56937172774869,144.39678284182307,0.91818403296365736
Winter 2017 (October - March),NA,NA,NA,NA
kWh per Customer per Month,NA,NA,NA,NA
Effective Rate,Min,Mean,Max,Average Percentage of Residential Consumption Eligible for PCE
Less than 0.19,227.1317365269461,575.63314682008036,966.90826727066815,0.51808224545601034
0.2-0.29,60.344305622296972,446.2892912947292,973.72628726287257,0.6889078844379708
0.3-0.39,175.04040404040404,317.55058376948296,702.87226890756301,0.79928193822705429
0.4-0.49,161.69041450777203,338.35679044404048,555.95774647887322,0.83851108048122347
0.5-0.59,174.46788990825689,215.76253776435044,304.06666666666666,0.82701414501227988
More than $0.60,72.568627450980387,117.61959287531806,146.60869565217391,0.90012871961838414
