"Early Release, Subject to Revision",...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20
"Table 2.5b  Average Annual Energy Use and Rates by Customer Type by Operators/Utilities, (kWh/Customer, $/Customer, $/kWh), 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AEA Reporting ID,PCE ID,CPCN,Utility Name,Community Name,Intertie,AEA Energy Region,Residential kWh Use Per Customer,Residential Revenue Per Customer,Residential $/kWh,Commercial kWh Use Per Customer,Commercial Revenue Per Customer,Commercial $/kWh,Other kWh Use Per Customer,Other Revenue Per Customer,Other $/kWh,Source,Number of monthly records,Communities reported,Notes
SR-89,332070,289,"King Cove, City of",King Cove,King Cove_grid,Aleutians,3611.9896373056995,1083.5968911917098,0.3,5429.0976744186046,1628.7293023255816,0.3,22483.051282051285,6744.915384615384,263.05169999999998,PCE,12,King Cove,NA
SR-156,332540,749,TDX Corporation,Sand Point,Sand Point_grid,Aleutians,4557.6942446043167,2088.9811762290165,0.45834166666666654,13445.213483146064,6162.5015565543044,0.45834166666666659,25842.36363636364,11844.632019696968,521.16380886666661,PCE,12,Sand Point,PCE revenue assumes all kWh are at residential rate
SR-125,332740,242,Umnak Power Company,Nikolski,Nikolski_grid,Aleutians,3201.1428571428564,2400.8571428571422,0.75,7916.5,5937.375,0.75,8869.5,6652.1250000000009,39.912750000000003,PCE,12,Nikolski,PCE revenue assumes all kWh are at residential rate
SR-24,331750,291,Andreanof Electric Corp,Atka,Atka_grid,Aleutians,3987.7741935483868,2651.869838709677,0.66499999999999992,19592.375000000004,13028.929375,0.66499999999999992,3854.7500000000005,2563.4087500000001,61.521810000000002,PCE,12,Atka,PCE revenue assumes all kWh are at residential rate
SR-15,331040,293,"Akutan, City of",Akutan,Akutan_grid,Aleutians,4260.9250000000002,4047.8787499999999,0.94999999999999984,8075.6956521739148,7671.9108695652167,0.94999999999999984,7813.6666666666661,7422.9833333333318,89.075799999999987,PCE,12,Akutan,PCE revenue assumes all kWh are at residential rate
SR-120,332320,340,Nelson Lagoon Electrical Coop,Nelson Lagoon,Nelson Lagoon_grid,Aleutians,4242.53125,3563.7262499999997,0.84,4072.1578947368425,3420.6126315789475,0.84,4489.3999999999996,3771.096,37.71096,PCE,12,Nelson Lagoon,PCE revenue assumes all kWh are at residential rate
SR-185,332860,106,"Unalaska, City of",Unalaska,Unalaska_grid,Aleutians,5125.4253632760901,2041.3287865587852,0.3982750000000001,269452.69945355185,107316.27387486341,0.3982750000000001,52568.9,20936.878647500005,1465.5815053250003,PCE,12,Unalaska,PCE revenue assumes all kWh are at residential rate
SR-152,332550,410,"Saint George, City of",Saint George,Saint George_grid,Aleutians,3534.7500000000005,3534.7500000000005,1,5025.9230769230771,5025.9230769230771,1,11482.619047619048,11482.619047619048,241.13499999999999,PCE,12,Saint George,PCE revenue assumes all kWh are at residential rate
SR-155,332560,339,Saint Paul Municipal Electric,Saint Paul,Saint Paul_grid,Aleutians,4613.3815789473674,1941.4647478070169,0.42083333333333323,41054.909090909088,17277.274242424239,0.42083333333333328,22420.166666666664,9435.1534722222186,452.88736666666648,PCE,12,Saint Paul,PCE revenue assumes all kWh are at residential rate
SR-48,331980,88,G & K Inc,Cold Bay,Cold Bay_grid,Aleutians,4106.78947368421,2759.9865330143539,0.67205454545454546,22102.44,14854.04526763636,0.67205454545454546,19343.035714285714,12999.575074675324,727.97620418181816,PCE,12,Cold Bay,PCE revenue assumes all kWh are at residential rate
SR-11,331005,684,TDX Adak Generating LLC,Adak,Adak_grid,Aleutians,2120.9385964912281,2274.3885039473685,1.0723499999999999,6268.094594594595,6721.5912385135143,1.0723499999999999,18639,19987.531649999997,499.68829124999996,PCE,12,Adak,PCE revenue assumes all kWh are at residential rate
SR-63,331970,442,"False Pass, City of",False Pass,False Pass_grid,Aleutians,4096.2413793103451,1875.4982508620687,0.45785833333333331,24001.307692307691,10989.198737820512,0.45785833333333326,5300.5333333333338,2426.893357777778,36.403400366666666,PCE,12,False Pass,PCE revenue assumes all kWh are at residential rate
SR-184,332850,741,Unalakleet Valley Electric Cooperative,Unalakleet,Unalakleet_grid,Bering Straits,4970.4089219330854,2192.2816951672858,0.44106666666666661,38658.780487804877,17051.099447154469,0.44106666666666666,8402.8991596638662,3706.2387226890755,441.04240800000002,PCE,12,Unalakleet,PCE revenue assumes all kWh are at residential rate
SR-190,332890,409,"White Mountain, City of",White Mountain,White Mountain_grid,Bering Straits,3811.2857142857142,2096.2071428571426,0.54999999999999993,13005.307692307691,7152.9192307692292,0.54999999999999993,10424.833333333334,5733.6583333333319,68.803899999999985,PCE,12,White Mountain,PCE revenue assumes all kWh are at residential rate
SR-100,331420,169,Alaska Village Electric Cooperative,Koyuk,Koyuk_grid,Bering Straits,4689.880733944954,2351.8970233944951,0.50148333333333339,19487.111111111109,9772.4614370370382,0.50148333333333339,19268.310344827591,9662.7364994252894,280.21935848333339,PCE,12,Koyuk,PCE revenue assumes all kWh are at residential rate
SR-154,331670,169,Alaska Village Electric Cooperative,Saint Michael,Stebbins_grid,Bering Straits,4395.0967741935483,2126.2379419354834,0.48377499999999996,10304.458333333334,4985.039330208333,0.4837749999999999,32923.266666666663,15927.453331666664,477.8235999499999,PCE,12,Saint Michael,PCE revenue assumes all kWh are at residential rate
