"Early Release, Subject to Revision",...2,...3,...4,...5
"Average Consumption per Residential Customer per Month in PCE communities, 2016",NA,NA,NA,NA
Summer 2016 (April - September),NA,NA,NA,NA
kWh per Customer per Month,NA,NA,NA,NA
Effective Rate,Min,Mean,Max,Average Percentage of Residential Consumption Eligible for PCE
Less than 0.19,192.786355475763,479.86131386861314,742.80216802168025,0.60327591739261732
0.2-0.29,92.685868213841687,375.21759827736548,584.65988372093022,0.76688865725592881
0.3-0.39,137.14792899408283,267.19932706810533,533.9795918367347,0.87041373587651882
0.4-0.49,151.89068825910931,281.16204262163251,430.91843393148451,0.88131784054343942
0.5-0.59,113.54333333333334,214.67104870032864,425.23333333333335,0.91897887833609837
More than $0.60,96.960784313725483,165.49606299212599,190.55197132616487,0.93735528277349578
Winter 2016 (October - March),NA,NA,NA,NA
kWh per Customer per Month,NA,NA,NA,NA
Effective Rate,Min,Mean,Max,Average Percentage of Residential Consumption Eligible for PCE
Less than 0.19,179.28961748633878,599.7657360781991,957.29380053908358,0.5488309916619919
0.2-0.29,59.330957472083632,428.95454505405428,809.06476683937819,0.70821926170606697
0.3-0.39,156.71246819338421,303.40847557386701,703.60034013605446,0.82017765586596081
0.4-0.49,167.04761904761904,326.84295759642021,517.84,0.83738494817696896
0.5-0.59,137.30000000000001,226.58271678011246,389.54166666666669,0.90591061135833173
More than $0.60,102.78431372549019,177.32394366197184,219.09890109890111,0.92652899126290711
