"Early Release, Subject to Revision",...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23
Figure A.  PCE Eligible Communities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PCE ID,Community,Residential Rate ($/kWh),PCE Residential Reimbursement Rate ($/kWh),Residential Rate after PCE ($/kWh)
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332190,Lime Village,1.7266833333333327,0.79564999999999941,0.93103333333333327
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331005,Adak,1.2233500000000002,0.66480000000000017,0.55854999999999999
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332270,Stony River,1.0923999999999998,0.65189999999999992,0.44049999999999995
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332230,Chuathbaluk,1.0807749999999998,0.65257499999999991,0.42819999999999997
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332240,Crooked Creek,1.0807666666666664,0.6518999999999997,0.42886666666666667
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332260,Sleetmute,1.080758333333333,0.6518999999999997,0.42885833333333329
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332250,Red Devil,1.0807499999999999,0.65189999999999992,0.42885000000000001
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332570,Stevens Village,1.07,0.56025000000000003,0.50975000000000004
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332580,Takotna,1.0218333333333336,0.48962500000000031,0.53220833333333328
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331770,Arctic Village,1,0.69545833333333329,0.30454166666666671
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332550,Saint George,1,0.61767499999999997,0.38232500000000008
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332710,Tuluksak,0.9600000000000003,0.36769166666666697,0.59230833333333333
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331840,Chalkyitsik,0.95000000000000007,0.37385000000000024,0.57614999999999983
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332470,Perryville,0.95,0.27639999999999987,0.67360000000000009
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332140,Koyukuk,0.95,0.41366363636363623,0.53633636363636372
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332610,Tatitlek,0.92,0.46095833333333325,0.45904166666666679
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331790,Beaver,0.90000000000000024,0.38599166666666695,0.51400833333333329
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332100,Kokhanok,0.90000000000000024,0.56620000000000026,0.33379999999999993
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332330,Nikolai,0.90000000000000024,0.44234166666666697,0.45765833333333328
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332880,Venetie,0.90000000000000024,0.37646666666666695,0.5235333333333333
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331910,Clark's Point,0.88658333333333328,0.29621666666666657,0.59036666666666671
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332450,Pedro Bay,0.88500000000000012,0.37172500000000019,0.51327499999999993
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332180,Levelock,0.84999999999999976,0.41745833333333315,0.4325416666666666
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331880,Chignik Lake,0.84999999999999976,0.47344999999999976,0.37655
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332320,Nelson Lagoon,0.84,0.62270000000000014,0.21729999999999985
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332290,Napakiak,0.82791666666666652,0.44045833333333329,0.38745833333333324
