"UtilityName","CommunityName","Residential kWh Use per Customer","Residential Revenue ($) per Customer","Residential $/kWh","Commercial kWh Use per Customer","Commercial Revenue ($) per Customer","Commercial $/kWh","Other kWh Use per Customer","Other Revenue ($) per Customer","Other $/kWh","Source","Notes","AEA Energy Region","Census Region","Native Corporation Region","AKEPS Region"
"Chitina Electric Inc","Chitina","3196.4523107376385","2011.1012561606055","0.62916667000000004","10169.831883361345","6398.5192605142865","0.62916667000000004","2944.6153022485232","1852.653804146747","0.33960293530920488","PCE","0","Copper River/Chugach","Valdez-Cordova (CA)","Ahtna","SC"
"Chugach Electric Assn Inc",NA,"7817.8232872979679","1112.5213325875891","0.14230576615810203","61500.758396533041","7372.6977248104004","0.11987978550238526","5802.2751895991332","633.69447453954501","0.17234618616375688","EIA","0","Railbelt","Anchorage","Cook Inlet","SC"
"Circle Electric Utility","Circle","3544.0352727775121","2744.8257969523606","0.77449166999999997","11282.25","8738.0086438574999","0.77449166999999997","16899","13088.134731329999","5.9175099118291018E-2","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Copper Valley Elec Assn Inc","Valdez","6109.13364674278","1737.4076561450638","0.28439509701533555","79069.885641677261","19506.988564167725","0.24670566304557434","0","0",NA,"EIA","0","Copper River/Chugach","Valdez-Cordova (CA)","Chugach","SC"
"Cordova Electric Cooperative","Cordova, Eyak","6063.8576555023928","2553.8947361219498","0.42116666999999997","25057.719008264463","10553.476072506444","0.42116667000000002","7373.1507280598189","3105.3253395450297","0.13562722869536961","PCE",NA,"Copper River/Chugach","Valdez-Cordova (CA)","Chugach","SC"
"Diomede Joint Utilities","Diomede","2796.3034658670226","1677.7820795202135","0.6","18522.075463051886","11113.245277831133","0.6","3309.0000827250019","1985.4000496350011","0.30220609700815959","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Egegik Light & Power Co","Egegik","1771.2235294117647","1523.2522352941176","0.86","6593.4602637384114","5670.3758268150332","0.86","4131.3601652544066","3552.9697421187898","0.2420510340420588","PCE","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Elfin Cove Utility Commission","Elfin Cove","1778.6694458341046","1326.9170570119043","0.74601667000000005","5337.5609756097556","3981.9094649463418","0.74601667000000005","374.76422764227641","279.58036114081301","2.6683443248871921","PCE","0","Southeast","Hoonah-Angoon (CA)","Sealaska","SE"
"False Pass, City of","False Pass","3303.7307692307695","1695.4471106919232","0.51319166999999999","16500.76923076923","8468.057317823077","0.51319166999999999","6800.6923076923076","3490.0586425407691","0.14704385300139125","PCE","0","Aleutians","Aleutians East","Aleut","SW"
"G & K Inc","Cold Bay","5087.6226548358709","3638.4981522755293","0.71516667","34522.709677419356","24689.491319376779","0.71516667","60369.290322580644","43174.104330263224","1.6564713526638197E-2","PCE","0","Aleutians","Aleutians East","Aleut","SW"
"Gold Country Energy","Central","1933.3018181818181","1499.5172227272728","0.77562500000000001","7360","5708.6","0.77562500000000001","15794.133333333333","12250.324666666667","6.3314648477071647E-2","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Golden Valley Elec Assn Inc",NA,"8063.6976344654413","1807.5644244746927","0.22416073945393161","21588.592800374005","4484.5410628019326","0.20772734491171843","131884.52547919587","22516.86146174225","7.5823907040386248E-3","EIA","0","Railbelt","Fairbanks North Star","Doyon","YU"
"Golovin Power Utilities","Golovin","4109.0181818181818","2372.9580000000005","0.57750000000000001","9233.3846153846152","5332.2796153846157","0.57750000000000001","3878.1923076923076","2239.6560576923075","0.25785209207303167","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Gustavus Electric Co","Gustavus","2126.9423295425272","949.21890554619631","0.44628332999999998","4863.5620981986285","2170.5266888458709","0.44628332999999998","2776.7162215071089","1239.2021617992102","0.36013763028950552","PCE","0","Southeast","Hoonah-Angoon (CA)","Sealaska","SE"
"Gwitchyaa Zhee Utilities Company","Fort Yukon","4203.5140660790375","2511.9849906166623","0.59759167000000002","14888.64705882353","8897.3314599229398","0.59759167000000002","9372.0147058823532","5600.6379193527946","0.10670064349902793","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Homer Electric Assn Inc",NA,"6958.2585628462202","1372.5910899586486","0.19726071941155365","46314.293166405841","8219.6139801773606","0.17747467181771592","30889.932185706832","2480.1773604590503","3.2373007295325586E-2","EIA","Generation from Bradley Lake is shared among Chugach, AML&P, HEA, MEA, Seward Electric and GVEA","Railbelt","Anchorage","Cook Inlet","SC"
"Hughes Power & Light","Hughes","3762.0810810810813","2671.0775675675677","0.71","8762.9996629615507","6221.7297607027003","0.71","9598.0380923831508","6814.6070455920362","0.10418795907817703","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Igiugig Electric Company","Igiugig","3777.0346697756249","3032.958839829827","0.80300000000000005","10345.545444444446","8307.4729918888897","0.80300000000000005","10010.959666666666","8038.8006123333344","9.9890523316129631E-2","PCE","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"I-N-N Electric Coop, Inc","Iliamna, Newhalen, Nondalton","4983.8717948717949","2960.5444429487184","0.59402500000000003","15696.989010989011","9324.4038972527469","0.59402500000000003","5808.3516483516478","3450.3060879120876","0.17216588466777663","PCE","Power produced at the Tazimina hydroelectric project and the Newhalen plant is shared by Iliamna, Newhalen and Nondalton. Newhalen's information is included in Nondalton's data.","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Inside Passage Electric","Angoon","4908.7858048162234","3069.4637637515839","0.62529999999999997","22124.122532329293","13834.213819465507","0.62529999999999997","10823.925887411056","6768.200857398132","9.2387920094969087E-2","PCE","0","Southeast","Hoonah-Angoon (CA)","Sealaska","SE"
"Inside Passage Electric","Chilkat Valley","3503.8706467661691","2175.0568912225872","0.62075833000000002","14477.282461171255","8986.8936835349596","0.62075833000000002","724.8629568545083","449.9647185758667","1.379571118297215","PCE","Provides power to Klukwan via intertie. Power is purchased from AP&T.","Southeast","Haines","Sealaska","SE"
"Inside Passage Electric","Hoonah","5016.0168335925009","3117.8724467604829","0.62158332999999999","32571.185840707964","20245.706156916105","0.62158332999999999","13921.203539823009","8653.1880538909736","7.1832869704074001E-2","PCE","0","Southeast","Hoonah-Angoon (CA)","Sealaska","SE"
"Inside Passage Electric","Kake","4717.2897689444371","2926.6852098735772","0.62041667","24379.500658905425","15125.44861506091","0.62041667","5577.5879885834593","3460.4285665089474","0.17928896900360153","PCE","0","Southeast","Petersburg (CA)","Sealaska","SE"
"Inside Passage Electric","Klukwan","4694.1276595744675","2924.1677234485105","0.62294167","13117","8171.1258853899999","0.62294167","8900.7142857142844","5544.6258213357141","0.1123505336650349","PCE","Receives power from Chilkat Valley via intertie. Chilkat Valley purchases power from AP&T.","Southeast","Hoonah-Angoon (CA)","Sealaska","SE"
"Ketchikan Public Utilities","Ketchikan","11407.055412371134","1165.1900773195875","0.10214643790157453","57773.50776778414","5590.4333605887159","9.6764651768402293E-2","19004.088307440721","1596.5658217497955","5.2620256432320801E-2","EIA","0","Southeast","Ketchikan Gateway","Sealaska","SE"
"King Cove, City of","King Cove","9054.7376725838276","2536.4583905325449","0.28012500000000001","6945.7238095238099","1945.6708821428574","0.28012500000000001","6433.5857142857149","1802.2081982142859","0.15543431678846054","PCE","0","Aleutians","Aleutians East","Aleut","SW"
"Kipnuk Light Plant","Kipnuk","4680.2360060514375","2685.6754125383968","0.57383333000000003","11080.193548387097","6358.1843609154839","0.57383333000000003","8005.3870967741932","4593.7579356809683","0.12491588325603324","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Kobuk Valley Electric Company","Kobuk","5010.7837181594487","4359.3818347987208","0.87","14995.696965398538","13046.256359896726","0.86999999999999988","12627.972762150974","10986.336303071346","7.9189274385928127E-2","PCE","Receives power from Shungnak via intertie. For fuel use and cost, please refer to Shungnak. On July 1, 2012, AVEC took over operations in Kobuk.","Northwest Arctic","Northwest Arctic","NANA","AN"
"Kodiak Electric Assn Inc","Kodiak","7277.6711452335257","1384.730219663041","0.19027106227106227","20869.18604651163","3858.5271317829461","0.18489111761155222","83631.782945736428","14522.286821705427","1.1957176623256245E-2","EIA","0","Kodiak","Kodiak Island","Koniag","SC"
"Kokhanok Village Council","Kokhanok","3250.9423282903913","2925.8480954613519","0.9","8994.3245674141781","8094.8921106727594","0.9","27651.081828407616","24885.973645566854","3.6164950297627778E-2","PCE","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Kotzebue Electric Association","Kotzebue","7578.2697435897435","3164.432861192523","0.41756666999999997","98918.196261682242","41304.941815397098","0.41756666999999997","27660.411214953274","11550.065801858691","3.615275247460522E-2","PCE","0","Northwest Arctic","Northwest Arctic","NANA","AN"
"Koyukuk, City of","Koyukuk","2138.3293614510735","1051.3452765078757","0.49166666999999997","16861.400000000001","8290.1883895379997","0.49166666999999997","12383.199999999999","6088.4067079439992","8.0754570708702123E-2","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Kwethluk Incorporated","Kwethluk","3492.1902333546595","1815.9389213444231","0.52","30822.855884781391","16027.885060086322","0.52","16424.815656129973","8540.904141187586","6.0883483926760906E-2","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Kwigillingok Power Company","Kwigillingok","5163.794303121128","3085.367096114875","0.59750000000000014","32360.190063788919","19335.213563113877","0.59750000000000003","6562.540717906506","3921.1180789491373","0.15238000691887618","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Larsen Bay Utility Company","Larsen Bay","3980.4081523643035","1651.8693832311858","0.41499999999999998","9876.9610512046784","4098.9388362499412","0.41499999999999998","6617.2639770524584","2746.1645504767698","0.15111985912422859","PCE","0","Kodiak","Kodiak Island","Koniag","SC"
"Levelock Electrical Coop","Levelock","4710.1492537313434","3297.1044776119397","0.7","11223.35135135135","7856.3459459459455","0.7","10426.054054054055","7298.2378378378371","9.5913563733266968E-2","PCE","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Manokotak Power Company","Manokotak","3692.7687074829932","2031.0227891156462","0.55000000000000004","7096.3116883116882","3902.971428571429","0.55000000000000004","28229.246753246756","15526.085714285715","3.5424253744389622E-2","PCE","0","Bristol Bay","Dillingham (CA)","Bristol Bay","SW"
"Matanuska Electric Association",NA,"8479.6671612915343","1281.2411953643007","0.15109569408726123","72449.836423118861","9213.7404580152688","0.12717406847139751","0","0",NA,"EIA","0","Railbelt","Matanuska Susitna","Cook Inlet","SC"
"Mcgrath Light & Power","McGrath","3778.2765957446809","1924.4651840425531","0.50934999999999997","14741.4","7508.5320899999997","0.50934999999999997","15752.483333333334","8023.527385833333","6.3482054152308259E-2","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","SW"
"Metlakatla Power & Light","Metlakatla","13190.327613104524","1204.3681747269891","9.1306918982850385E-2","47052.380952380947","5642.8571428571431","0.11992713288128731","285.71428571428572","52.38095238095238","3.5","EIA","0","Southeast","Prince of Wales-Hyder (CA)","Sealaska","SE"
"Middle Kuskokwim Electric","Chuathbaluk","3548.6531236722362","3014.4921122314727","0.84947499999999998","18202.833333333336","15462.851845833333","0.84947499999999998","4495.666666666667","3818.9564416666663","0.22243642025654334","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Middle Kuskokwim Electric","Crooked Creek","3086.6666666666665","2622.0204547333333","0.84946666999999998","13201.625","11214.34042733875","0.84946666999999998","6316.5","5365.6562210550001","0.15831552283701417","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Middle Kuskokwim Electric","Red Devil","3503.5052991136208","2975.5854539705342","0.84931666999999988","7727.666666666667","6563.2361202033326","0.84931666999999988","4803.666666666667","4079.8341771233336","0.20817431128998681","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Middle Kuskokwim Electric","Sleetmute","3322.8739233699966","2822.7260055945094","0.84948333000000009","9407","7991.0896853100003","0.84948332999999998","11885.714285714286","10096.716150857144","8.4134615384615377E-2","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Middle Kuskokwim Electric","Stony River","2351.0643064610758","1997.2291283386837","0.84950000000000003","9794","8320.0030000000006","0.84950000000000003","3927.6000000000004","3336.4962000000005","0.25460841226194109","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Naknek Electric Association","Naknek, King Salmon, South Naknek","4564.113602568078","2302.8615372420331","0.50455833000000005","39115.847034830251","19736.226456429406","0.50455833000000005","22343.252502983971","11273.474169673915","4.47562412798427E-2","PCE","Provides power to South Naknek and King Salmon via intertie. Data includes South Naknek's and King Salmon's information.","Bristol Bay","Bristol Bay","Bristol Bay","SW"
"Napakiak Ircinraq","Napakiak","3220.6241541075933","2658.2494889957588","0.82538332999999997","9933.823529411764","8199.2123443382352","0.82538332999999997","4331.7058823529414","3575.3178257570585","0.23085593231847257","PCE","Purchases power from Bethel Utilities Corporation","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Napaskiak Electric Utility","Napaskiak","4145.1214953271037","2642.5149532710279","0.63749999999999996","43005.8","27416.197499999998","0.63749999999999996","18223","11617.162499999999","5.4875706524721506E-2","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Naterkaq Light Plant","Chefornak","4409.9475841666572","2550.4196714765581","0.57833332999999998","25901.302927937279","14979.586773652714","0.57833332999999998","68059.117861839957","39360.856269900381","1.4693108453594721E-2","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Native Village of Perryville","Perryville","2750.7486033519554","2613.2111731843574","0.95","16315.861506349602","15500.068431032123","0.95000000000000007","6328.3446093674274","6011.9273788990549","0.15801920750645701","PCE","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Nelson Lagoon Electrical Coop","Nelson Lagoon","4276.6388888888887","3271.6287500000003","0.76500000000000001","12003.23076923077","9182.4715384615374","0.76500000000000001","4865.3846153846152","3722.0192307692314","0.20553359683794467","PCE","0","Aleutians","Aleutians East","Aleut","SW"
"New Koliganek Village Council","Koliganek","3688.1714285714293","1862.5265714285717","0.505","10068.142857142859","5084.4121428571425","0.505","40204.428571428572","20303.236428571428","2.4872881807618919E-2","PCE","0","Bristol Bay","Dillingham (CA)","Bristol Bay","SW"
"Nikolai, City of","Nikolai","4473.820923540412","3597.7349411881105","0.80417499999999997","11696.666666666668","9406.166916666667","0.80417499999999997","17648","14192.080400000001","5.6663644605621032E-2","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","SW"
"Nome Joint Utility Systems","Nome","5418.8118335725576","1962.6936461199803","0.36220000000000002","59882.171256108588","21689.322428962529","0.36220000000000002","24057.624086879434","8713.6714442677312","4.1566864474592104E-2","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"North Slope Borough Power & Light","Anaktuvuk Pass","7093.086956521739","1063.9630434782607","0.15","43434.539866263891","6515.1809799395824","0.15","1189.1661703849877","178.37492555774816","0.84092536846743138","PCE","0","North Slope","North Slope","Arctic Slope","AN"
"North Slope Borough Power & Light","Atqasuk","10113.316017316016","1516.9974025974027","0.15","41453.767857142855","6218.065178571429","0.15","1580.8928571428571","237.13392857142858","0.63255393651869418","PCE","0","North Slope","North Slope","Arctic Slope","AN"
"North Slope Borough Power & Light","Kaktovik","8264.8056580341672","1239.7208487051248","0.15","68214.069690928256","10232.110453639238","0.15","17584.047220877761","2637.6070831316638","5.6869728990075023E-2","PCE","0","North Slope","North Slope","Arctic Slope","AN"
"North Slope Borough Power & Light","Nuiqsut","8539.6467780429593","683.17174224343682","0.08","53666.14339622642","4293.2914716981131","0.08","1767.5622641509435","141.40498113207548","0.56575093295531209","PCE","0","North Slope","North Slope","Arctic Slope","AN"
"North Slope Borough Power & Light","Point Hope","9155.5196107540069","1373.3279416131013","0.15","41908.876859245996","6286.3315288868998","0.15","3653.3045686952833","547.99568530429246","0.27372478291814945","PCE","0","North Slope","North Slope","Arctic Slope","AN"
"North Slope Borough Power & Light","Point Lay","7575.6756756756758","1136.3513513513512","0.15","41292.292134831463","6193.8438202247198","0.15","2222.4943820224717","333.37415730337079","0.44994489438933888","PCE","0","North Slope","North Slope","Arctic Slope","AN"
"North Slope Borough Power & Light","Wainwright","8131.9974512198596","1219.7996176829788","0.15","47318.671097218707","7097.8006645828063","0.15","1821.6333430484144","273.24500145726211","0.54895789200177292","PCE","0","North Slope","North Slope","Arctic Slope","AN"
"Nunam Iqua Electric Company","Nunam Iqua","4267.0818273087925","2261.5533684736602","0.53","56317.777777777781","29848.422222222227","0.53","32144.888888888894","17036.791111111113","3.1109144705914884E-2","PCE","0","Lower Yukon-Kuskokwim","Wade Hampton (CA)","Calista","YU"
"Nushagak Electric Cooperative","Dillingham, Aleknagik","5691.6850401161","2277.9072334440821","0.40021667","27277.243243243243","10916.807457590812","0.40021667","4446.0823680823687","1779.3962798996399","0.224917110663271","PCE","Provides power to Aleknagik via intertie. Data includes Aleknagik's information.","Bristol Bay","Dillingham (CA)","Bristol Bay","SW"
"Ouzinkie, City of","Ouzinkie","4234.906577530357","1754.2041770775122","0.41422500000000001","25531.684210526313","10575.861892105264","0.41422500000000007","11148.000000000002","4617.7802999999994","8.9702188733405089E-2","PCE","0","Kodiak","Kodiak Island","Koniag","SC"
"Pedro Bay Village Council","Pedro Bay","2895.6","2634.9960000000001","0.91","10424.23764149958","9486.0562537646201","0.91","3385.0170638988839","3080.3655281479846","0.29541948566965087","PCE","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Pelican Utility","Pelican","4889.5224523075658","3355.3532745567873","0.68623332999999997","13292.560651400958","9121.7981600378498","0.68623332999999997","14385.365502795963","9871.7172722507985","6.9515091556459824E-2","PCE","0","Southeast","Hoonah-Angoon (CA)","Sealaska","SE"
"Petersburg, City of","Petersburg","14915.142648134601","1468.0321872713973","9.8425621658737555E-2","12033.66058906031","1403.3660589060307","0.11662004662004662","30443.197755960729","3267.7419354838712","3.2848060444116832E-2","EIA","0","Southeast","Petersburg (CA)","Sealaska","SE"
"Pilot Point Electric Utility","Pilot Point","4288.2820512820508","2144.1410256410254","0.5","8036.065573770491","4018.0327868852455","0.5","6991.0163934426228","3495.5081967213114","0.14304071736092222","PCE","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Port Heiden Utilities","Port Heiden","4365.3854748603353","3274.0391061452515","0.75","5152.8818595557304","3864.6613946667976","0.75","9446.7575292731053","7085.0681469548272","0.10585642712870037","PCE","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Puvurnaq Power Company","Kongiganak","4848.2678247304348","2707.4747806497317","0.55844167","11665.483408213111","6514.4920358398222","0.55844167","6618.8091375013291","3696.2188281575022","0.15108458020554294","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Ruby, City of","Ruby","1884.7485198027109","1583.1887566342771","0.84","20570.857142857145","17279.52","0.84","8991.0714285714294","7552.5","0.11122144985104269","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Saint George, City of","Saint George","2866.8249258160236","2386.6317507418398","0.83250000000000002","6067.2","5050.9440000000004","0.83250000000000013","12037.800000000001","10021.468500000001","8.307165761185599E-2","PCE","0","Aleutians","Aleutians West (CA)","Aleut","SW"
"Saint Paul Municipal Electric","Saint Paul","5799.8151241174501","3011.0707046036937","0.51916667000000005","41746.181818181816","21673.226199760004","0.51916667000000005","44173","22933.149313910006","2.2638263192447876E-2","PCE","0","Aleutians","Aleutians West (CA)","Aleut","SW"
"Seward, City of","Seward","7913.2976132489039","1521.1885046273746","0.19223193401452665","17064.516129032261","3475.8064516129029","0.20368620037807184","65612.903225806454","10723.790322580646","1.5240904621435595E-2","EIA","0","Railbelt","Kenai Peninsula","Chugach","SC"
"Sitka, City & Borough of","Sitka","13117.055947854427","1241.9880499728408","9.4684970080957415E-2","36445.41484716157","3394.8845913911418","9.3149840813392212E-2","3470.3680598877104","325.63942607610727","0.2881538738090958","EIA","0","Southeast","Sitka","Sealaska","SE"
"Takotna Community Assoc Inc","Takotna","2411.0901830732073","2464.1341671008181","1.022","4959.4735536980643","5068.581971879421","1.022","4331.4472544355986","4426.7390940331816","0.23086971657705277","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","SW"
"Tanalian Electric Cooperative","Port Alsworth","4180.2948165084217","2853.9917786007127","0.68272500000000003","8498.6739203962643","5802.2571523025399","0.68272500000000003","2521.6552259237183","1721.5970641187705","0.39656491883567696","PCE","0","Bristol Bay","Lake and Peninsula","Cook Inlet","SW"
"Tanana Power Company Inc","Tanana","2859.3913300630052","2040.676107482715","0.71367499999999995","11734.080697505269","8374.3200417920725","0.71367499999999995","10346.519891302343","7384.0525834252003","9.6650855602243221E-2","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Tatitlek Village Ira Council","Tatitlek","3447.2250000000004","2154.1709025","0.62490000000000001","6074.5714285714284","3795.9996857142855","0.62490000000000001","11772","7356.3227999999999","8.4947332653754676E-2","PCE","0","Copper River/Chugach","Valdez-Cordova (CA)","Chugach","SC"
"TDX Adak Generating LLC","Adak","3494.8111163447952","2836.5051840799438","0.81163333000000004","15744.154344155828","12778.480418381163","0.81163333000000004","10124.566489556386","8217.4356147250601","9.8769661005388448E-2","PCE","0","Aleutians","Aleutians West (CA)","Aleut","SW"
"TDX Corporation","Sand Point","5128.5574769074738","2995.5477013778723","0.58409166999999995","10676.673730527184","6236.156189308751","0.58409166999999995","4011.1417661425417","2342.8744927929465","0.24930557389939517","PCE","0","Aleutians","Aleutians East","Aleut","SW"
"TDX Manley Generating LLC","Manley Hot Springs","1914.6931910564163","1290.0085880799788","0.67374166999999996","10998.620110650189","7410.2286810450423","0.67374166999999996","1155.9631378584186","778.82053495917103","0.86507948847974359","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Tenakee Springs, City of","Tenakee Springs","1946.6747967479673","1339.9611452726015","0.68833332999999997","3914.3436276767616","2694.3731840030255","0.68833332999999997","1727.7655710073259","1189.278628950824","0.57878222415149627","PCE","0","Southeast","Hoonah-Angoon (CA)","Sealaska","SE"
"Tuluksak Traditional","Tuluksak","3149.9644970414201","1889.978698224852","0.6","16167.661565005477","9700.596939003286","0.6","7265.1866869554815","4359.1120121732883","0.13764271216808274","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Tuntutuliak Community","Tuntutuliak","4495.6104241496505","2922.1467756972734","0.65","16022.784313725491","10414.809803921569","0.65","2843.7254901960787","1848.4215686274513","0.35165138247259187","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Twin Hills Village Council","Twin Hills","3657.2334453357257","2028.575961291594","0.55467500000000003","11806.25","6548.6317187499999","0.55467500000000003","13615.25","7552.03879375","7.3447053855052236E-2","PCE","0","Bristol Bay","Dillingham (CA)","Bristol Bay","SW"
"Umnak Power Company","Nikolski","3480.2666666666664","2088.16","0.6","10302.636363636364","6181.5818181818177","0.6","2949.363636363636","1769.6181818181815","0.33905619085781219","PCE","0","Aleutians","Aleutians West (CA)","Aleut","SW"
"Unalakleet Valley Electric Cooperative","Unalakleet","5253.1894394643841","2056.0107759384041","0.39138332999999997","43408.75","16989.461126137499","0.39138332999999997","16486.795454545456","6452.6569060288639","6.0654600996113972E-2","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Unalaska, City of","Unalaska","5765.7558549840705","2570.4219888981706","0.44580832999999997","188030.69601100413","83825.650577403401","0.44580832999999997","18953.193947730397","8449.4917420037946","5.2761555796760458E-2","PCE","0","Aleutians","Aleutians West (CA)","Aleut","SW"
"Ungusraq Power Company","Newtok","3744.4511278195491","2995.5609022556391","0.8","7134.8125","5707.85","0.8","2527.1875","2021.7500000000005","0.39569679732904661","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"White Mountain, City of","White Mountain","1765.2268622353372","1212.1224512856877","0.68666667000000003","8809.177240778421","6048.9684013651067","0.68666667000000003","3939.2521891868341","2704.9531830391334","0.25385528825622777","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Wrangell, City of","Wrangell","13507.619047619048","1434.2857142857144","0.10618345907071847","33884.083044982704","3626.2975778546715","0.10702067909114119","0","0",NA,"EIA","0","Southeast","Wrangell","Sealaska","SE"
"Yakutat Power Inc","Yakutat","5234.0866710995651","2633.0508998386063","0.50305833","39180.563049853379","19710.108616318943","0.50305833","13942.897360703813","7014.0906616370685","7.1721104597554153E-2","PCE","0","Southeast","Yakutat","Sealaska","SE"
