"Utility Name","Plant Name","Community Name","Fuel Type","Prime Mover","Net Generation MMBtu","Total Fuel MMBtu","Emission Factor (kg CO2/MMBtu)","CO2 Metric Tons from Fuel","Efficiency","Net Generation MWh","Fuel Use","Estimated Average Heat Content (MMBtu/gallons or MCF or short ton).","Source","Notes","AEA Energy Region","Census Region","Native Corporation Region","AKEPS Region"
"Alaska Power & Telephone Company","Craig","Craig, Klawock","DFO","IC","9481.9480000000003","28658.742000000002","73.150000000000006","2096.3869773000006","0.33085709065666596","2779","206178","0.13900000000000001","EIA","Part of the Alaska Power Company's grid on Prince of Wales Island. Provides to Hollis, Hydaburg, Klawock, Thorne Bay and Kaasan.","Southeast","Prince of Wales-Hyder (CA)","Sealaska","SE"
"Alaska Power & Telephone Company","Viking","Craig","DFO","IC","221.78","1033.326","73.150000000000006","75.587796900000001","0.21462732961330694","65","7434","0.13900000000000001","EIA","Provides power to Hollis, Klawock, Thorne Bay/Kasaan and Hydaburg via intertie.","Southeast","Prince of Wales-Hyder (CA)","Sealaska","SE"
"Alaska Power & Telephone Company","Tok","Dot Lake, Dot Lake Village","DFO","IC","-2.0471999999999997","0","73.150000000000006","0",NA,"-0.6","0","0.13900000000000001","PCE","Receives power form Tok via intertie. Dot Lake's data includes Dot Lake Village's information. For fuel use and cost information, please refer to Tok.","Yukon-Koyukuk/Upper Tanana","Southeast Fairbanks (CA)","Doyon","YU"
"Alaska Power & Telephone Company","Eagle","Eagle, Eagle Village","DFO","IC","2558.1197039999997","7556.3180000000011","73.150000000000006","552.74466170000017","0.33854050398620061","749.74199999999996","54362","0.13900000000000001","PCE","Provides power to Eagle Village via intertie. Data includes Eagle Village's information.","Yukon-Koyukuk/Upper Tanana","Southeast Fairbanks (CA)","Doyon","YU"
"Alaska Power & Telephone Company","Haines","Haines","DFO","IC","631.22","5127.0150000000003","73.150000000000006","375.04114725000005","0.12311647225529865","185","36885","0.13900000000000001","PCE","Plant is also referred to as Lutak. Part of the Alaska Power Company's grid in the Upper Lynn Canal service area.","Southeast","Haines","Sealaska","SE"
"Alaska Power & Telephone Company","Skagway","Skagway","DFO","IC","324.14","2074.9920000000002","73.150000000000006","151.78566480000003","0.15621265045841137","95","14928","0.13900000000000001","EIA, PCE","Plant is also referred to as Dewey Lake. Part of the Alaska Power Company's grid in the Upper Lynn Canal service area.","Southeast","Skagway","Sealaska","SE"
"Alaska Power & Telephone Company","Healy Lake","Healy Lake","DFO","IC","284.21959999999996","1264.9000000000001","73.150000000000006","92.527435000000011","0.22469728832318756","83.3","9100","0.13900000000000001","PCE","0","Yukon-Koyukuk/Upper Tanana","Southeast Fairbanks (CA)","Doyon","YU"
"Alaska Power & Telephone Company","Hollis","Hollis","DFO","IC","-42.131376000000003","0","73.150000000000006","0",NA,"-12.348000000000001","0","0.13900000000000001","PCE","Part of the Alaska Power Company's grid on Prince of Wales Island. Receives power from Craig. Refer to Craig for fuel use and cost.","Southeast","Prince of Wales-Hyder (CA)","Sealaska","SE"
"Alaska Power & Telephone Company","Hydaburg","Hydaburg","DFO","IC","78.475999999999999","537.096","73.150000000000006","39.288572400000007","0.14611168208290509","23","3864","0.13900000000000001","EIA","Part of the Alaska Power Company's grid on Prince of Wales Island. Receives power from Craig. Refer to Craig for fuel use and cost.","Southeast","Prince of Wales-Hyder (CA)","Sealaska","SE"
"Alaska Power & Telephone Company","Craig","Klawock","DFO","IC","-93.488799999999998","0","73.150000000000006","0",NA,"-27.4","0","0.13900000000000001","PCE","Part of the Alaska Power Company's grid on Prince of Wales Island. Receives power from Craig. Refer to Craig for fuel use and cost.","Southeast","Prince of Wales-Hyder (CA)","Sealaska","SE"
"Alaska Power & Telephone Company","Mentasta Lake","Mentasta Lake","DFO","IC","809.01249599999994","2749.2810000000004","73.150000000000006","201.10990515000003","0.2942632986588129","237.108","19779","0.13900000000000001","PCE","0","Copper River/Chugach","Valdez-Cordova (CA)","Ahtna","YU"
"Alaska Power & Telephone Company","Naukati Bay","Naukati Bay","DFO","IC","1535.086096","5187.7580000000007","73.150000000000006","379.48449770000008","0.29590549443516828","449.90800000000002","37322","0.13900000000000001","PCE","0","Southeast","Prince of Wales-Hyder (CA)","Sealaska","SE"
"Alaska Power & Telephone Company","Northway","Northway, Northway Village","DFO","IC","4401.4799999999996","13707.624000000002","73.150000000000006","1002.7126956000002","0.32109722297606053","1290","98616","0.13900000000000001","EIA","Provides power to Northway Village via intertie. Data includes Northway Village's information.","Yukon-Koyukuk/Upper Tanana","Southeast Fairbanks (CA)","Doyon","YU"
"Alaska Power & Telephone Company","Slana","Slana, Chistochina","DFO","IC","3925.3626960000001","13153.570000000002","73.150000000000006","962.18364550000024","0.29842565143911498","1150.4580000000001","94630","0.13900000000000001","PCE","Provides power to Chistochina via intertie. Includes Chistochina's fuel use and fuel cost.","Copper River/Chugach","Valdez-Cordova (CA)","Ahtna","YU"
"Alaska Power & Telephone Company","Tok","Tetlin","DFO","IC","0","0","73.150000000000006","0",NA,"0","0","0.13900000000000001","PCE","Receives power from Tok via intertie. For fuel use and cost information please refer to Tok.","Yukon-Koyukuk/Upper Tanana","Southeast Fairbanks (CA)","Dyon","YU"
"Alaska Power & Telephone Company","False Island","Thorne Bay, Kasaan","DFO","IC","3169.748","9445.884","73.150000000000006","690.96641460000001","0.33556922782452125","929","67956","0.13900000000000001","EIA","Part of the Alaska Power Company's grid on Prince of Wales Island. Receives power from Craig. Refer to Craig for fuel use and cost. Includes data for Kaasan.","Southeast","Prince of Wales-Hyder (CA)","Sealaska","SE"
"Alaska Power & Telephone Company","Thorne Bay Plant","Thorne Bay, Kasaan","DFO","IC","406.02799999999996","1903.1880000000001","73.150000000000006","139.21820220000004","0.21334098365479393","119","13692","0.13900000000000001","EIA","Part of the Alaska Power Company's grid on Prince of Wales Island. Receives power from Craig. Refer to Craig for fuel use and cost. Includes data for Kaasan.","Southeast","Prince of Wales-Hyder (CA)","Sealaska","SE"
"Alaska Power & Telephone Company","Tok","Tok, Tanacross","DFO","IC","35484.799999999996","104516.74100000001","73.150000000000006","7645.3996041500013","0.33951307379551754","10400","751919","0.13900000000000001","PCE","Provides power to Tanacross, Tetlin and Dot Lake via intertie. Includes Tanacross' information. Fuel use and cost also includes Tetlin's and Dot Lake's information.","Yukon-Koyukuk/Upper Tanana","Southeast Fairbanks (CA)","Doyon","YU"
"Alaska Power & Telephone Company","Whale Pass","Whale Pass","DFO","IC","911.14730399999985","3250.3760000000007","73.150000000000006","237.76500440000007","0.28032058567993356","267.04199999999997","23384.000000000004","0.13900000000000001","PCE","0","Southeast","Prince of Wales-Hyder (CA)","Sealaska","SE"
"Alaska Village Electric Cooperative","Alakanuk","Alakanuk","DFO","IC","6640.4616960000003","21229.748000000003","73.150000000000006","1552.9560662000006","0.31279041541143116","1946.2080000000001","152732","0.13900000000000001","PCE","0","Lower Yukon-Kuskokwim","Wade Hampton (CA)","Calista","YU"
"Alaska Village Electric Cooperative","Ambler","Ambler","DFO","IC","4359.7648879999997","13278.809000000003","73.150000000000006","971.34487835000027","0.32832499420693517","1277.7739999999999","95531.000000000015","0.13900000000000001","PCE","0","Northwest Arctic","Northwest Arctic","NANA","AN"
"Alaska Village Electric Cooperative","Anvik","Anvik","DFO","IC","1383.29304","4699.1730000000007","73.150000000000006","343.74450495000008","0.29436946458451302","405.42","33807","0.13900000000000001","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Alaska Village Electric Cooperative","Brevig Mission","Brevig Mission","DFO","IC","4013.6447840000001","12374.197000000002","73.150000000000006","905.1725105500002","0.32435597913949482","1176.3320000000001","89023","0.13900000000000001","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Alaska Village Electric Cooperative","Chevak","Chevak","DFO","IC","5654.5950039999998","18386.503000000001","73.150000000000006","1344.9726944500001","0.30754053688186384","1657.2670000000001","132277","0.13900000000000001","PCE","0","Lower Yukon-Kuskokwim","Wade Hampton (CA)","Calista","YU"
"Alaska Village Electric Cooperative","Eek","Eek","DFO","IC","2731.5721359999998","8106.8970000000008","73.150000000000006","593.01951555000016","0.33694422613239067","800.57799999999997","58323","0.13900000000000001","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Alaska Village Electric Cooperative","Ekwok","Ekwok","DFO","IC","892.29088599999989","3225.608702","73.150000000000006","235.95327655130001","0.27662713256159854","261.51549999999997","23205.817999999999","0.13900000000000001","PCE","0","Bristol Bay","Dillingham (CA)","Bristol Bay","SW"
"Alaska Village Electric Cooperative","Elim","Elim","DFO","IC","3956.0263399999999","11345.875000000002","73.150000000000006","829.95075625000015","0.34867529740985154","1159.4449999999999","81625","0.13900000000000001","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Alaska Village Electric Cooperative","Emmonak","Emmonak","DFO","IC","10542.684208000001","31540.629000000004","73.150000000000006","2307.1970113500001","0.33425725935903178","3089.884","226911","0.13900000000000001","PCE","0","Lower Yukon-Kuskokwim","Wade Hampton (CA)","Calista","YU"
"Alaska Village Electric Cooperative","Gambell","Gambell","DFO","IC","5103.9459720000004","17495.791000000001","73.150000000000006","1279.81711165","0.29172421938510812","1495.8810000000001","125869","0.13900000000000001","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Alaska Village Electric Cooperative","Goodnews Bay","Goodnews Bay","DFO","IC","2637.7250759999997","8185.4320000000007","73.150000000000006","598.7643508000001","0.3222462877951951","773.07299999999998","58888","0.13900000000000001","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Alaska Village Electric Cooperative","Grayling","Grayling","DFO","IC","1941.588364","6781.6710000000003","73.150000000000006","496.07923365000005","0.28629940379000984","569.04700000000003","48789","0.13900000000000001","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Alaska Village Electric Cooperative","Holy Cross","Holy Cross","DFO","IC","2027.9972639999999","6601.9440000000004","73.150000000000006","482.93220360000009","0.30718183371443314","594.37199999999996","47496","0.13900000000000001","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Alaska Village Electric Cooperative","Hooper Bay","Hooper Bay","DFO","IC","9251.528816","28624.687000000002","73.150000000000006","2093.8958540500003","0.32320104726385301","2711.4679999999998","205933","0.13900000000000001","PCE","0","Lower Yukon-Kuskokwim","Wade Hampton (CA)","Calista","YU"
"Alaska Village Electric Cooperative","Huslia","Huslia","DFO","IC","3431.7895999999996","10431.255000000001","73.150000000000006","763.04630325000016","0.32899105620560509","1005.8","75045","0.13900000000000001","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Alaska Village Electric Cooperative","Upper Kalskag","Kalskag, Lower Kalskag","DFO","IC","5023.1668719999998","14888.707000000002","73.150000000000006","1089.1089170500002","0.33738100104999036","1472.2059999999999","107113","0.13900000000000001","PCE","Provides power to Lower Kalskag via intertie. Fuel use and cost data includes information for Lower Kalskag.","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Alaska Village Electric Cooperative","Kaltag","Kaltag","DFO","IC","2480.653656","7436.3610000000008","73.150000000000006","543.96980715000018","0.33358435073283826","727.03800000000001","53499","0.13900000000000001","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Alaska Village Electric Cooperative","Kasigluk","Kasigluk, Nunapitchuk","DFO","IC","7801.2650400000002","23471.262000000002","73.150000000000006","1716.9228153000004","0.33237518459808424","2286.42","168858","0.13900000000000001","PCE","Provides power to Nunapitchuk via intertie.  Fuel use and cost includes Nunapitchuk's information.","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Alaska Village Electric Cooperative","Kiana","Kiana","DFO","IC","5158.0295839999999","16805.390510000001","73.150000000000006","1229.3143158065002","0.30692708871779734","1511.732","120902.09","0.13900000000000001","PCE","0","Northwest Arctic","Northwest Arctic","NANA","AN"
"Alaska Village Electric Cooperative","Kivalina","Kivalina","DFO","IC","4135.6340200000004","13069.753000000001","73.150000000000006","956.05243195000014","0.31642786363292408","1212.085","94027","0.13900000000000001","PCE","0","Northwest Arctic","Northwest Arctic","NANA","AN"
"Alaska Village Electric Cooperative","Kotlik","Kotlik","DFO","IC","6709.5512840000001","21047.519","73.150000000000006","1539.62601485","0.31878110118346964","1966.4570000000001","151421","0.13900000000000001","PCE","0","Lower Yukon-Kuskokwim","Wade Hampton (CA)","Calista","YU"
"Alaska Village Electric Cooperative","Koyuk","Koyuk","DFO","IC","4489.9122159999997","13348.308999999999","73.150000000000006","976.42880335000007","0.33636561874616477","1315.9179999999999","96030.999999999985","0.13900000000000001","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Alaska Village Electric Cooperative","Upper Kalskag","Lower Kalskag","DFO","IC","0","0","73.150000000000006","0",NA,"0","0","0.13900000000000001","PCE","Receives power from (Upper) Kalskag via intertie. For fuel use and cost, please refer to (Upper) Kalskag.","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Alaska Village Electric Cooperative","Marshall","Marshall","DFO","IC","5609.9285119999995","17168.585000000003","73.150000000000006","1255.8819927500001","0.32675543802823581","1644.1759999999999","123515","0.13900000000000001","PCE","0","Lower Yukon-Kuskokwim","Wade Hampton (CA)","Calista","YU"
"Alaska Village Electric Cooperative","Mekoryuk","Mekoryuk","DFO","IC","2418.5313719999999","8092.8580000000011","73.150000000000006","591.99256270000012","0.29884762243449714","708.83100000000002","58222","0.13900000000000001","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Alaska Village Electric Cooperative","Minto","Minto","DFO","IC","2226.886156","6693.545000000001","73.150000000000006","489.63281675000013","0.33269159406562587","652.66300000000001","48155","0.13900000000000001","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Alaska Village Electric Cooperative","Mountain Village","Mountain Village","DFO","IC","9542.9067919999998","28505.981000000003","73.150000000000006","2085.2125101500005","0.33476858039019947","2796.866","205079","0.13900000000000001","PCE","0","Lower Yukon-Kuskokwim","Wade Hampton (CA)","Calista","YU"
"Alaska Village Electric Cooperative","New Stuyahok","New Stuyahok","DFO","IC","5003.2817359999999","15890.619000000001","73.150000000000006","1162.39877985","0.31485757326382313","1466.3779999999999","114321","0.13900000000000001","PCE","0","Bristol Bay","Dillingham (CA)","Bristol Bay","SW"
"Alaska Village Electric Cooperative","Nightmute","Nightmute","DFO","IC","0","0","73.150000000000006","0",NA,"0","0","0.13900000000000001","PCE","Receives power from Toksook Bay via intertie. For fuel use and cost, please refer to Toksook Bay.","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Alaska Village Electric Cooperative","Noatak","Noatak","DFO","IC","6143.7836800000005","17699.287","73.150000000000006","1294.7028440500003","0.34712040547170064","1800.64","127333","0.13900000000000001","PCE","0","Northwest Arctic","Northwest Arctic","NANA","AN"
"Alaska Village Electric Cooperative","Noorvik","Noorvik","DFO","IC","6829.0292879999997","21316.762000000002","73.150000000000006","1559.3211403000003","0.3203595972033651","2001.4739999999999","153358","0.13900000000000001","PCE","0","Northwest Arctic","Northwest Arctic","NANA","AN"
"Alaska Village Electric Cooperative","Nulato","Nulato","DFO","IC","3788.0501679999998","11644.169000000002","73.150000000000006","851.77096235000022","0.32531734707732252","1110.2139999999999","83771","0.13900000000000001","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Alaska Village Electric Cooperative","Nunapitchuk","Nunapitchuk","DFO","IC","0","0","73.150000000000006","0",NA,"0","0","0.13900000000000001","PCE","Receives power from Kasigluk. Please refer to Kasigluk for fuel use and cost.","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Alaska Village Electric Cooperative","Old Harbor","Old Harbor","DFO","IC","2688.720828","7838.2100000000009","73.150000000000006","573.36506150000002","0.34302740396085324","788.01900000000001","56390","0.13900000000000001","PCE","0","Kodiak","Kodiak Island","Koniag","SC"
"Alaska Village Electric Cooperative","Pilot Station","Pilot Station","DFO","IC","5973.289452","18560.809000000001","73.150000000000006","1357.7231783500001","0.32182268843992734","1750.671","133531","0.13900000000000001","PCE","0","Lower Yukon-Kuskokwim","Wade Hampton (CA)","Calista","YU"
"Alaska Village Electric Cooperative","Saint Mary's","Pitkas Point","DFO","IC","0","0","73.150000000000006","0",NA,"0","0","0.13900000000000001","PCE","Receives power from Saint Mary's via intertie. For fuel use and cost, please refer to Saint Mary's.","Lower Yukon-Kuskokwim","Wade Hampton (CA)","Calista","YU"
"Alaska Village Electric Cooperative","Quinhagak","Quinhagak","DFO","IC","4828.5429800000002","15767.048000000001","73.150000000000006","1153.3595612000001","0.30624267649847964","1415.165","113432","0.13900000000000001","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Alaska Village Electric Cooperative","Russian Mission","Russian Mission","DFO","IC","3834.3578320000001","11148.078000000001","73.150000000000006","815.48190570000008","0.34394788339299381","1123.7860000000001","80202","0.13900000000000001","PCE","0","Lower Yukon-Kuskokwim","Wade Hampton (CA)","Calista","YU"
"Alaska Village Electric Cooperative","Saint Mary's","Saint Mary's, Andreafsky, Pitkas Point","DFO","IC","10824.344808","33623.961000000003","73.150000000000006","2459.5927471500004","0.3219235475558635","3172.4340000000002","241899","0.13900000000000001","PCE","Provides power to Andreafsky and Pitkas Point via intertie. Includes Andreafsky's information. Fuel use and cost also includes Pitkas Point.","Lower Yukon-Kuskokwim","Wade Hampton (CA)","Calista","YU"
"Alaska Village Electric Cooperative","Saint Michael","Saint Michael","DFO","IC","5919.6903439999996","17573.909000000003","73.150000000000006","1285.5314433500002","0.33684539643399763","1734.962","126431","0.13900000000000001","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Alaska Village Electric Cooperative","Savoonga","Savoonga","DFO","IC","5983.4094439999999","19682.678000000004","73.150000000000006","1439.7878957000005","0.3039936661058012","1753.6369999999999","141602","0.13900000000000001","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Alaska Village Electric Cooperative","Scammon Bay","Scammon Bay","DFO","IC","5921.7034239999994","18451.694000000003","73.150000000000006","1349.7414161000002","0.320930068751411","1735.5519999999999","132746","0.13900000000000001","PCE","0","Lower Yukon-Kuskokwim","Wade Hampton (CA)","Calista","YU"
"Alaska Village Electric Cooperative","Selawik","Selawik","DFO","IC","9368.5160599999999","28735.331000000002","73.150000000000006","2101.98946265","0.32602777605032629","2745.7550000000001","206729","0.13900000000000001","PCE","0","Northwest Arctic","Northwest Arctic","NANA","AN"
"Alaska Village Electric Cooperative","Shageluk","Shageluk","DFO","IC","1259.07918","4354.5920000000006","73.150000000000006","318.53840480000008","0.28913826599598763","369.01499999999999","31328","0.13900000000000001","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Alaska Village Electric Cooperative","Shaktoolik","Shaktoolik","DFO","IC","3083.8986680000003","9733.4750000000004","73.150000000000006","712.00369625000008","0.31683429278854675","903.83900000000006","70025","0.13900000000000001","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Alaska Village Electric Cooperative","Shishmaref","Shishmaref","DFO","IC","5438.4209200000005","16228.389000000001","73.150000000000006","1187.1066553500002","0.33511773226535302","1593.91","116751","0.13900000000000001","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Alaska Village Electric Cooperative","Shungnak","Shungnak, Kobuk","DFO","IC","5211.2977280000005","15822.509000000002","73.150000000000006","1157.4165333500002","0.3293597575454057","1527.3440000000001","113831","0.13900000000000001","PCE","Provides power to Kobuk via intertie. Fuel use and cost includes Kobuk's information.","Northwest Arctic","Northwest Arctic","NANA","AN"
"Alaska Village Electric Cooperative","Stebbins","Stebbins","DFO","IC","4620.6498199999996","14195.236000000001","73.150000000000006","1038.3815134000001","0.32550707998091749","1354.2349999999999","102124","0.13900000000000001","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Alaska Village Electric Cooperative","Teller","Teller","DFO","IC","2859.218468","10012.865000000002","73.150000000000006","732.4410747500001","0.28555448096024461","837.98900000000003","72035","0.13900000000000001","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Alaska Village Electric Cooperative","Togiak","Togiak","DFO","IC","10388.707472","31347.141000000003","73.150000000000006","2293.0433641500003","0.33140845195419893","3044.7559999999999","225519","0.13900000000000001","PCE","0","Bristol Bay","Dillingham (CA)","Bristol Bay","SW"
"Alaska Village Electric Cooperative","Toksook Bay","Toksook Bay, Nightmute, Tununak","DFO","IC","8844.2724959999996","27855.322000000004","73.150000000000006","2037.6168043000005","0.31750745857470247","2592.1080000000002","200398","0.13900000000000001","PCE","Provides power to Nightmute and Tununak via intertie. Fuel use and cost includes Nightmute's and Tununak's information.","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Alaska Village Electric Cooperative","Tununak","Tununak","DFO","IC","0","0","73.150000000000006","0",NA,"0","0","0.13900000000000001","PCE","Receives power from Toksook Bay via intertie. For fuel use and cost, please refer to Toksook Bay.","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Alaska Village Electric Cooperative","Wales","Wales","DFO","IC","1986.10814","6578.1750000000002","73.150000000000006","481.19350125000005","0.30192388314388108","582.09500000000003","47325","0.13900000000000001","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Alutiiq Power Company","Karluk","Karluk","DFO","IC","861.89849600000002","3070.3710000000001","73.150000000000006","224.59763865000005","0.28071477225390679","252.608","22089","0.13900000000000001","PCE","0","Kodiak","Kodiak Island","Koniag","SC"
"Anchorage Municipal Light & Power","Anchorage 1","Anchorage","DFO","GT","156.952","589.63800000000003","73.150000000000006","43.132019700000008","0.26618365844806474","46","4242","0.13900000000000001","EIA","0","Railbelt","Anchorage","Cook Inlet","SC"
"Anchorage Municipal Light & Power","Anchorage 1","Anchorage","NG","GT","308533.51199999999","1113134.8060000001","53.06","59062.932806360004","0.27717533432334335","90426","1089173","1.022","EIA","0","Railbelt","Anchorage","Cook Inlet","SC"
"Anchorage Municipal Light & Power","Anchorage 1","Anchorage","DFO","IC","0","0","73.150000000000006","0",NA,"0","0","0.13900000000000001","EIA","0","Railbelt","Anchorage","Cook Inlet","SC"
"Anchorage Municipal Light & Power","George M Sullivan Generation Plant 2","Anchorage","DFO","CT","638.04399999999998","2656.2900000000004","73.150000000000006","194.30761350000003","0.24020118285277581","187","19110","0.13900000000000001","EIA","0","Railbelt","Anchorage","Cook Inlet","SC"
"Anchorage Municipal Light & Power","George M Sullivan Generation Plant 2","Anchorage","NG","CT","2499692.6159999999","9929991.148","53.06","526885.33031287999","0.25173160567252501","732618","9716234","1.022","EIA","0","Railbelt","Anchorage","Cook Inlet","SC"
"Anchorage Municipal Light & Power","George M Sullivan Generation Plant 2","Anchorage","NG","GT","434047.34399999998","1671431.9440000001","53.06","88686.178948640008","0.25968592113972422","127212","1635452","1.022","EIA","0","Railbelt","Anchorage","Cook Inlet","SC"
"Anchorage Municipal Light & Power","George M Sullivan Generation Plant 2","Anchorage","NG","CA","760347.14","0","53.06","0",NA,"222845","0","1.022","EIA","0","Railbelt","Anchorage","Cook Inlet","SC"
"Aniak Light & Power","Aniak","Aniak","DFO","IC","8934.656375999999","28377.406000000003","73.150000000000006","2075.8072489000006","0.31485106059376949","2618.598","204154","0.13900000000000001","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Atka, City of","Atka","Atka","DFO","IC","1516.026664","6816.0040000000017","73.150000000000006","498.59069260000018","0.222421621818297","444.322","49036.000000000007","0.13900000000000001","PCE","0","Aleutians","Aleutians West (CA)","Aleut","SW"
