"AEA Reporting ID","PCE ID","CPCN","Utility Name","Reporting Name","Intertie name","AEA Energy Region","Residential Revenue","Residential Sales","Residential Customers","Residential $/kWh","Commercial Revenue","Commercial Sales","Commercial Customers","Commercial $/kWh","Other Revenue","Other Sales","Other Customers","Other $/kWh","Total Revenue","Total Sales","Total Customers","Total $/kWh","Source","Number of monthly records","Communities reported","Notes"
"SR-89","332070","289","King Cove, City of","King Cove","King Cove_grid","Aleutians","313.04039999999986","1043.4679999999998","196","0.29999999999999993","478.79879999999991","1595.9960000000001","198","0.29999999999999993","291.66329999999988","972.21099999999979","38","0.29999999999999993","1083.5024999999996","3611.6750000000002","431","0.29999999999999988","PCE","12","King Cove","Residential rate as reported to PCE"
"SR-156","332540","749","SAND POINT GENERATING, LLC","Sand Point","Sand Point_grid","Aleutians","763.87943666666672","1355.999","289","0.56333333333333335","823.78768333333323","1462.3449999999998","103","0.56333333333333335","444.68125000000003","789.375","43","0.56333333333333335","2032.3483700000002","3607.7190000000001","426","0.56333333333333335","PCE","12","Sand Point","Residential rate as reported to PCE"
"SR-125","332740","242","Umnak Power Company","Nikolski","Nikolski_grid","Aleutians","32.342587499999993","48.818999999999996","15","0.66249999999999998","41.770624999999995","63.05","7","0.66249999999999998","43.368574999999993","65.461999999999989","6","0.66249999999999998","117.48178749999998","177.33100000000002","27","0.66249999999999987","PCE","12","Nikolski","Residential rate as reported to PCE"
"SR-24","331750","291","Atka, City of","Atka","Atka_grid","Aleutians","119.53166000000003","163.74200000000002","30","0.73000000000000009","112.13457000000002","153.60900000000001","5","0.73000000000000009","76.434650000000019","104.70500000000001","8","0.73000000000000009","308.10088000000007","423.053","44","0.7282796245387696","PCE","12","Atka","Residential rate as reported to PCE"
"SR-15","331040","293","Akutan, City of","Akutan","Akutan_grid","Aleutians","55.376639999999981","173.05199999999996","41","0.31999999999999995","57.638399999999983","180.11999999999998","16","0.31999999999999995","51.582079999999998","161.19400000000002","15","0.31999999999999995","164.59711999999996","526.44899999999996","73","0.3126553949195458","PCE","8","Akutan","Residential rate as reported to PCE"
"SR-120","332320","340","Nelson Lagoon Electrical Coop","Nelson Lagoon","Nelson Lagoon_grid","Aleutians","108.03156","128.60900000000001","32","0.84","78.812159999999992","93.823999999999998","19","0.84","40.361159999999998","48.048999999999999","7","0.84","227.20488","270.48200000000003","58","0.84","PCE","12","Nelson Lagoon","Residential rate as reported to PCE"
"SR-185","332860","106","Unalaska, City of","Unalaska","Unalaska_grid","Aleutians","1751.1337216666666","3712.6509999999998","716","0.47166666666666668","17657.520866666669","37436.44","189","0.47166666666666673","1615.3323983333332","3424.7329999999997","76","0.47166666666666668","21023.986986666667","44573.824000000001","978","0.47166666666666668","PCE","12","Unalaska","Residential rate as reported to PCE"
"SR-152","332550","410","Saint George, City of","Saint George","Saint George_grid","Aleutians","151.143","151.143","39","1","103.57800000000002","103.57800000000002","13","1","229.98100000000002","229.98100000000002","21","1","484.702","491.82399999999996","75","0.98551921012394683","PCE","12","Saint George","Residential rate as reported to PCE"
"SR-155","332560","339","Saint Paul Municipal Electric","Saint Paul","Saint Paul_grid","Aleutians","398.25368000000009","762.20800000000008","149","0.52250000000000008","712.82062500000006","1364.25","33","0.52250000000000008","728.72395750000021","1394.6870000000001","48","0.52250000000000008","1839.7982625000002","3521.1450000000004","230","0.52249999999999996","PCE","12","Saint Paul","Residential rate as reported to PCE"
"SR-48","331980","88","G & K Inc","Cold Bay","Cold Bay_grid","Aleutians","121.80757499999999","170.958","38","0.71249999999999991","514.30886250000003","721.8370000000001","24","0.71249999999999991","901.63668749999988","1265.4549999999999","56","0.71249999999999991","1537.753125","2158.25","117","0.71250000000000002","PCE","12","Cold Bay","Residential rate as reported to PCE"
"SR-11","331005","684","TDX Adak Generating LLC","Adak","Adak_grid","Aleutians","488.6511216666666","338.36199999999997","161","1.4441666666666666","509.10196583333328","352.52299999999997","85","1.4441666666666666","768.03093999999999","531.81600000000003","27","1.4441666666666666","1765.7840274999999","1222.7010000000002","270","1.4441666666666662","PCE","12","Adak","Residential rate as reported to PCE"
"SR-63","331970","442","False Pass, City of","False Pass","False Pass_grid","Aleutians","53.6235","127.67500000000001","28","0.42","169.62623999999997","403.87199999999996","17","0.42","38.560200000000002","91.81","14","0.42","261.80993999999998","635.69499999999994","59","0.41184835495009403","PCE","12","False Pass","Residential rate as reported to PCE"
"SR-184","332850","741","Unalakleet Valley Electric Cooperative","Unalakleet","Unalakleet_grid","Bering Straits","649.31324833333338","1481.3230000000003","288","0.43833333333333324","864.96754999999996","1973.31","46","0.43833333333333335","299.70471833333335","683.73700000000008","31","0.4383333333333333","1813.9855166666666","4138.8959999999997","364","0.43827762685186261","PCE","12","Unalakleet","Residential rate as reported to PCE"
"SR-100","331420","169","Alaska Village Electric Cooperative","Koyuk","Koyuk_grid","Bering Straits","293.24843333333331","475.53800000000001","94","0.61666666666666659","145.94834999999998","236.673","19","0.61666666666666659","282.51226666666662","458.12799999999999","25","0.61666666666666659","721.70904999999993","1170.3389999999999","134","0.6166666666666667","PCE","12","Koyuk","Residential rate as reported to PCE"
"SR-154","331670","169","Alaska Village Electric Cooperative","Saint Michael","SaintMichael_grid","Bering Straits","348.69024000000002","566.976","104","0.61499999999999999","277.98307499999999","452.005","32","0.61499999999999999","379.37504999999993","616.86999999999989","20","0.61499999999999999","1006.048365","1635.8509999999997","139","0.6150000000000001","PCE","3","Saint Michael","Residential rate as reported to PCE"
"SR-157","331590","169","Alaska Village Electric Cooperative","Savoonga","Savoonga_grid","Bering Straits","481.30665333333343","880.43900000000008","174","0.54666666666666675","200.35060000000004","366.495","17","0.54666666666666675","453.82353333333339","830.16499999999996","34","0.54666666666666675","1135.480786666667","2077.0990000000002","211","0.54666666666666675","PCE","12","Savoonga","Residential rate as reported to PCE"
"SR-161","331630","169","Alaska Village Electric Cooperative","Shaktoolik","Shaktoolik_grid","Bering Straits","230.53663499999996","423.00299999999999","72","0.54499999999999993","123.77222499999996","227.10499999999996","14","0.54499999999999993","204.23329999999999","374.74","23","0.54499999999999993","558.54215999999985","1024.848","101","0.54499999999999993","PCE","12","Shaktoolik","Residential rate as reported to PCE"
"SR-162","331640","169","Alaska Village Electric Cooperative","Shishmaref","Shishmaref_grid","Bering Straits","458.82604000000003","740.04200000000003","155","0.62","235.90194000000002","380.48700000000002","26","0.62","310.84196000000003","501.35800000000006","33","0.62","1005.5699400000001","1621.8869999999999","202","0.62000000000000011","PCE","12","Shishmaref","Residential rate as reported to PCE"
"SR-167","331680","169","Alaska Village Electric Cooperative","Stebbins","Stebbins_grid","Bering Straits","390.95602000000008","644.43299999999999","150","0.6066666666666668","197.96261333333334","326.31199999999995","25","0.6066666666666668","285.51250000000005","470.625","32","0.6066666666666668","874.43113333333349","1441.3700000000001","186","0.60666666666666669","PCE","12","Stebbins","Residential rate as reported to PCE"
"SR-188","331730","169","Alaska Village Electric Cooperative","Wales","Wales_grid","Bering Straits","140.41380499999997","203.99100000000001","55","0.68833333333333313","86.747896666666634","126.026","17","0.68833333333333313","159.63551333333328","231.916","18","0.68833333333333313","386.79721499999988","561.93300000000011","82","0.68833333333333302","PCE","12","Wales","Residential rate as reported to PCE"
"SR-31","331270","169","Alaska Village Electric Cooperative","Brevig Mission","Brevig Mission_grid","Bering Straits","277.59684666666669","471.83600000000001","96","0.58833333333333337","60.118253333333335","102.184","13","0.58833333333333337","278.18694500000004","472.839","25","0.58833333333333337","615.90204500000004","1046.8590000000002","123","0.58833333333333326","PCE","12","Brevig Mission","Residential rate as reported to PCE"
"SR-61","331300","169","Alaska Village Electric Cooperative","Elim","Elim_grid","Bering Straits","281.73588333333328","456.86899999999997","97","0.61666666666666659","141.08223333333328","228.78199999999995","14","0.61666666666666659","289.11368333333326","468.83299999999997","25","0.61666666666666659","711.93179999999984","1154.4839999999999","133","0.61666666666666659","PCE","12","Elim","Residential rate as reported to PCE"
"SR-66","331320","169","Alaska Village Electric Cooperative","Gambell","Gambell_grid","Bering Straits","430.76854166666669","795.26499999999999","187","0.54166666666666674","172.87562500000004","319.15500000000003","19","0.54166666666666674","388.41779166666669","717.07899999999995","41","0.54166666666666674","992.06195833333345","1831.4989999999998","223","0.54166666666666674","PCE","12","Gambell","Residential rate as reported to PCE"
"SR-54","331930","383","Diomede Joint Utilities","Diomede","Diomede_grid","Bering Straits","7.8033999999999981","39.016999999999996","39","0.19999999999999998","12.329199999999998","61.646000000000001","14","0.19999999999999998","1.5225999999999997","7.6129999999999995","6","0.19999999999999998","21.655199999999994","111.673","62","0.19391616594879688","PCE","12","Diomede","Residential rate as reported to PCE"
"SR-173","331685","61","Alaska Village Electric Cooperative","Teller","Teller_grid","Bering Straits","185.02281000000002","293.68700000000001","80","0.63","94.430069999999986","149.88899999999998","12","0.63","197.36325000000002","313.27500000000003","27","0.63","476.81613000000004","756.85099999999989","114","0.63000000000000012","PCE","12","Teller","Residential rate as reported to PCE"
"SR-127","332340","150","Nome Joint Utility Systems","Nome","Nome_grid","Bering Straits","3658.6903000000007","9301.755000000001","1743","0.39333333333333337","5563.6406066666668","14144.849","285","0.39333333333333331","2384.8582733333337","6063.1990000000005","134","0.39333333333333337","11607.189180000001","29509.803000000004","2151","0.39333333333333331","PCE","12","Nome","Residential rate as reported to PCE"
"SR-67","332000","373","Golovin Power Utilities","Golovin","Golovin_grid","Bering Straits","138.43001083333337","234.959","56","0.58916666666666684","226.45033250000006","384.35699999999997","27","0.58916666666666684","75.698490000000007","128.48399999999998","16","0.58916666666666684","440.57883333333342","773.06499999999994","102","0.56991175817471162","PCE","12","Golovin","Residential rate as reported to PCE"
"SR-190","332890","409","White Mountain, City of","White Mountain","White Mountain_grid","Bering Straits","149.85461999999998","241.70099999999999","72","0.62","210.54021999999998","339.58099999999996","26","0.62","72.898359999999997","117.578","12","0.62","433.29319999999996","698.8599999999999","109","0.62","PCE","12","White Mountain","Residential rate as reported to PCE"
"SR-109","332210","321","Manokotak Power Company","Manokotak","Manokotak_grid","Bristol Bay","306.45670000000001","557.19400000000007","152","0.54999999999999993","140.98919999999998","256.34399999999999","30","0.54999999999999993","241.37574999999998","438.86500000000001","22","0.54999999999999993","688.82164999999998","1288.9809999999998","203","0.5343923998879736","PCE","12","Manokotak","Residential rate as reported to PCE"
"SR-183","332730","729","Twin Hills Village Council","Twin Hills","Twin Hills_grid","Bristol Bay","99.257000000000005","99.257000000000005","30","1","99.071999999999989","99.071999999999989","4","1","41.988000000000007","41.988000000000007","8","1","240.31700000000001","255.47399999999999","44","0.94067106633160325","PCE","12","Twin Hills","Residential rate as reported to PCE"
"SR-145","332590","447","Tanalian Electric Cooperative","Port Alsworth","Port Alsworth_grid","Bristol Bay","198.51239999999999","301.91999999999996","80","0.65750000000000008","247.66052500000004","376.67","47","0.65750000000000008","54.279254999999999","82.553999999999988","18","0.65750000000000008","500.45218","761.14400000000001","143","0.65749999999999997","PCE","12","Port Alsworth","Residential rate as reported to PCE"
"SR-138","332470","659","Native Village of Perryville","Perryville","Perryville_grid","Bristol Bay","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","Perryville","Residential rate as reported to PCE"
